quiz_title,quiz_description,quiz_public,author_email,question_text,question_type,alternative_text,alternative_is_correct
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O primeiro passo do procedimento em cinco etapas para configurar um processo de ER é:,multiple_choice,Avaliar os aspectos das dimensões,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em um cenário ágil, qual combinação se encaixa melhor?",multiple_choice,"Processo de ER iterativo e exploratório, com o Product Owner em papel central",true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em um cenário ágil, qual combinação se encaixa melhor?",multiple_choice,Processo sequencial e prescritivo,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em um cenário ágil, qual combinação se encaixa melhor?",multiple_choice,Processo orientado para o mercado sem envolvimento de stakeholders,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em um cenário ágil, qual combinação se encaixa melhor?",multiple_choice,Processo contratual com especificação antecipada,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A terceirização do desenvolvimento é feita preferencialmente com um processo de ER prescritivo.,true_false,Verdadeiro,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A terceirização do desenvolvimento é feita preferencialmente com um processo de ER prescritivo.,true_false,Falso,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Um processo de ER orientado para o mercado combina bem com um processo sequencial e prescritivo.,true_false,Verdadeiro,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Um processo de ER orientado para o mercado combina bem com um processo sequencial e prescritivo.,true_false,Falso,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Processos sequenciais de ER implicam longos ciclos de feedback.,true_false,Verdadeiro,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Processos sequenciais de ER implicam longos ciclos de feedback.,true_false,Falso,false
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Quanto melhor o entendimento compartilhado e menor a criticidade do sistema, mais simples e leve pode ser o processo de ER.",true_false,Verdadeiro,true
Processo e Estrutura de Trabalho,Baseado no Capítulo 5 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Quanto melhor o entendimento compartilhado e menor a criticidade do sistema, mais simples e leve pode ser o processo de ER.",true_false,Falso,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Segundo o glossário CPRE, gerenciamento de requisitos é:",multiple_choice,"O processo de gerenciar os requisitos existentes e seus produtos de trabalho relacionados, incluindo armazenamento, mudança e rastreamento",true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Segundo o glossário CPRE, gerenciamento de requisitos é:",multiple_choice,A especificação inicial dos requisitos do sistema,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Segundo o glossário CPRE, gerenciamento de requisitos é:",multiple_choice,A validação dos requisitos com os stakeholders,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Segundo o glossário CPRE, gerenciamento de requisitos é:",multiple_choice,A seleção de ferramentas de apoio à ER,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Na prática, a gestão de requisitos é realizada principalmente:",multiple_choice,No nível do produto de trabalho,true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Na prática, a gestão de requisitos é realizada principalmente:",multiple_choice,No nível do código-fonte,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Na prática, a gestão de requisitos é realizada principalmente:",multiple_choice,No nível do cronograma do projeto,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Na prática, a gestão de requisitos é realizada principalmente:",multiple_choice,No nível da equipe de desenvolvimento,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O controle de versão requer a aplicação de três medidas:,multiple_choice,"Identificação de cada versão, descrição clara de cada mudança e política rigorosa de armazenamento",true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O controle de versão requer a aplicação de três medidas:,multiple_choice,"Backup, arquivamento e exclusão automática",false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O controle de versão requer a aplicação de três medidas:,multiple_choice,"Autor, data e status do documento",false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O controle de versão requer a aplicação de três medidas:,multiple_choice,"Compilação, teste e implantação",false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"A um produto de trabalho em desenvolvimento, a versão ""um"" é atribuída quando:",multiple_choice,"Ele é formalmente aprovado, liberado ou lançado",true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"A um produto de trabalho em desenvolvimento, a versão ""um"" é atribuída quando:",multiple_choice,Ele é criado pela primeira vez,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"A um produto de trabalho em desenvolvimento, a versão ""um"" é atribuída quando:",multiple_choice,Ele sofre uma mudança editorial,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"A um produto de trabalho em desenvolvimento, a versão ""um"" é atribuída quando:",multiple_choice,Ele muda de estado no ciclo de vida,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Uma baseline é:,multiple_choice,"Uma configuração estável, validada e sob gestão controlada de mudanças, que sinaliza um marco",true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Uma baseline é:,multiple_choice,Um rascunho inicial de um requisito,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Uma baseline é:,multiple_choice,A primeira versão de qualquer documento,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Uma baseline é:,multiple_choice,Uma lista atualizada de stakeholders,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Quais propriedades definem uma configuração correta?,multiple_choice,"Logicamente conectada, consistente, única, imutável e base para restauração",true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Quais propriedades definem uma configuração correta?,multiple_choice,"Completa, verificável, adequada e necessária",false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Quais propriedades definem uma configuração correta?,multiple_choice,"Rápida, barata, segura e escalável",false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Quais propriedades definem uma configuração correta?,multiple_choice,"Nova, revisada, aprovada e arquivada",false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual item NÃO é um atributo de requisito mencionado pela ISO/IEC/IEEE 29148?,multiple_choice,Cor de fundo,true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual item NÃO é um atributo de requisito mencionado pela ISO/IEC/IEEE 29148?,multiple_choice,Identificação,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual item NÃO é um atributo de requisito mencionado pela ISO/IEC/IEEE 29148?,multiple_choice,Prioridade para os stakeholders,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual item NÃO é um atributo de requisito mencionado pela ISO/IEC/IEEE 29148?,multiple_choice,Fonte,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Os três tipos de visualizações de requisitos são:,multiple_choice,"Seletivas, filtradas e agregadoras",true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Os três tipos de visualizações de requisitos são:,multiple_choice,"Textuais, gráficas e mistas",false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Os três tipos de visualizações de requisitos são:,multiple_choice,"Simples, médias e complexas",false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Os três tipos de visualizações de requisitos são:,multiple_choice,"Internas, externas e públicas",false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A rastreabilidade retroativa responde à pergunta:,multiple_choice,Qual foi a origem de um determinado requisito?,true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A rastreabilidade retroativa responde à pergunta:,multiple_choice,Onde este requisito é utilizado?,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A rastreabilidade retroativa responde à pergunta:,multiple_choice,Quais requisitos dependem de outros requisitos?,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A rastreabilidade retroativa responde à pergunta:,multiple_choice,Quando o requisito será implementado?,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em uma abordagem de desenvolvimento iterativa, a autoridade de mudança geralmente é:",multiple_choice,O Product Owner,true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em uma abordagem de desenvolvimento iterativa, a autoridade de mudança geralmente é:",multiple_choice,O Conselho de Controle de Mudanças,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em uma abordagem de desenvolvimento iterativa, a autoridade de mudança geralmente é:",multiple_choice,O comitê de direção do projeto,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Em uma abordagem de desenvolvimento iterativa, a autoridade de mudança geralmente é:",multiple_choice,A gestão do projeto,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual técnica de priorização é considerada ad hoc (e não analítica)?,multiple_choice,MoSCoW,true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual técnica de priorização é considerada ad hoc (e não analítica)?,multiple_choice,Matriz de decisão com critérios ponderados,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual técnica de priorização é considerada ad hoc (e não analítica)?,multiple_choice,Pontuação por múltiplos critérios de avaliação,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual técnica de priorização é considerada ad hoc (e não analítica)?,multiple_choice,Cálculo de prioridade ponderada,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O gerenciamento de requisitos é parte integrante da Engenharia de Requisitos.,true_false,Verdadeiro,true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,O gerenciamento de requisitos é parte integrante da Engenharia de Requisitos.,true_false,Falso,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Uma mudança no estado do ciclo de vida é, por si só, um motivo para aumentar o número de versão.",true_false,Verdadeiro,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Uma mudança no estado do ciclo de vida é, por si só, um motivo para aumentar o número de versão.",true_false,Falso,true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Uma configuração é imutável e sempre terá apenas uma versão.,true_false,Verdadeiro,true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Uma configuração é imutável e sempre terá apenas uma versão.,true_false,Falso,false
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Só vale a pena priorizar requisitos para os quais há a escolha de incluí-los ou não na próxima etapa do desenvolvimento.,true_false,Verdadeiro,true
Gerenciamento de Requisitos,Baseado no Capítulo 6 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Só vale a pena priorizar requisitos para os quais há a escolha de incluí-los ou não na próxima etapa do desenvolvimento.,true_false,Falso,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Ferramentas CASE (computer-aided software engineering) são:,multiple_choice,Ferramentas que apoiam uma tarefa específica no processo de produção de software,true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Ferramentas CASE (computer-aided software engineering) são:,multiple_choice,Ferramentas exclusivas para modelagem UML,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Ferramentas CASE (computer-aided software engineering) são:,multiple_choice,Sistemas operacionais especializados,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Ferramentas CASE (computer-aided software engineering) são:,multiple_choice,Linguagens de programação,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual categoria NÃO é um tipo de ferramenta de suporte à ER listado no handbook?,multiple_choice,Compilação de código,true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual categoria NÃO é um tipo de ferramenta de suporte à ER listado no handbook?,multiple_choice,Gerenciamento de requisitos,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual categoria NÃO é um tipo de ferramenta de suporte à ER listado no handbook?,multiple_choice,Modelagem de requisitos,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual categoria NÃO é um tipo de ferramenta de suporte à ER listado no handbook?,multiple_choice,Colaboração em ER,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Ferramentas de gerenciamento de requisitos apoiam:,multiple_choice,"Atributos, priorização, ciclo de vida, versões, rastreamento e mudanças",true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Ferramentas de gerenciamento de requisitos apoiam:,multiple_choice,Somente a escrita de textos,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Ferramentas de gerenciamento de requisitos apoiam:,multiple_choice,Apenas a modelagem gráfica,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Ferramentas de gerenciamento de requisitos apoiam:,multiple_choice,Exclusivamente testes automatizados,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A seleção de uma ferramenta de ER começa com:,multiple_choice,A definição dos objetivos e problemas que se deseja resolver no processo de ER,true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A seleção de uma ferramenta de ER começa com:,multiple_choice,A compra da ferramenta mais barata do mercado,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A seleção de uma ferramenta de ER começa com:,multiple_choice,O treinamento dos usuários,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A seleção de uma ferramenta de ER começa com:,multiple_choice,A avaliação econômica detalhada,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Sobre as ferramentas de ER, é correto afirmar:",multiple_choice,Elas não resolvem questões organizacionais ou humanas,true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Sobre as ferramentas de ER, é correto afirmar:",multiple_choice,Elas garantem a disciplina dos usuários no registro dos requisitos,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Sobre as ferramentas de ER, é correto afirmar:",multiple_choice,Elas substituem o processo de ER,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Sobre as ferramentas de ER, é correto afirmar:",multiple_choice,Elas eliminam a necessidade de acordos entre a equipe,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Ao introduzir uma ferramenta de ER, deve-se:",multiple_choice,"Considerar todos os custos do ciclo de vida, além dos custos de licença",true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Ao introduzir uma ferramenta de ER, deve-se:",multiple_choice,Ignorar os custos de manutenção e suporte,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Ao introduzir uma ferramenta de ER, deve-se:",multiple_choice,Comprar sempre a ferramenta mais cara,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Ao introduzir uma ferramenta de ER, deve-se:",multiple_choice,Evitar projetos-piloto para não atrasar,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A execução de projetos-piloto serve para:,multiple_choice,"Evitar riscos, testando a ferramenta em pequena escala",true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A execução de projetos-piloto serve para:,multiple_choice,Treinar os stakeholders no sistema final,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A execução de projetos-piloto serve para:,multiple_choice,Testar o sistema em produção,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,A execução de projetos-piloto serve para:,multiple_choice,Validar requisitos com usuários,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual é uma forma válida de projeto-piloto?,multiple_choice,Aplicar a ferramenta a um projeto/sistema não crítico,true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual é uma forma válida de projeto-piloto?,multiple_choice,Implantá-la em todos os projetos simultaneamente,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual é uma forma válida de projeto-piloto?,multiple_choice,Usá-la sem treinamento dos usuários,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Qual é uma forma válida de projeto-piloto?,multiple_choice,Abandonar imediatamente o método de trabalho anterior,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,As perspectivas de avaliação de uma ferramenta de ER incluem:,multiple_choice,"Projeto, processo, usuário, produto, fornecedor, econômica e arquitetura",true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,As perspectivas de avaliação de uma ferramenta de ER incluem:,multiple_choice,"Custo, cor, tamanho e velocidade",false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,As perspectivas de avaliação de uma ferramenta de ER incluem:,multiple_choice,"Marketing, vendas, suporte e logística",false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,As perspectivas de avaliação de uma ferramenta de ER incluem:,multiple_choice,"Hardware, software, rede e banco de dados",false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Sobre o uso de ferramentas de escritório (planilhas, editores de texto) para requisitos:",multiple_choice,Têm limitações e só devem ser usadas quando os Engenheiros de Requisitos estiverem no controle do processo de ER,true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Sobre o uso de ferramentas de escritório (planilhas, editores de texto) para requisitos:",multiple_choice,São ideais para qualquer projeto,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Sobre o uso de ferramentas de escritório (planilhas, editores de texto) para requisitos:",multiple_choice,Suportam todas as atividades de gerenciamento de requisitos,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"Sobre o uso de ferramentas de escritório (planilhas, editores de texto) para requisitos:",multiple_choice,Devem ser sempre evitadas,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,As ferramentas de ER existentes concentram-se no apoio a tarefas específicas e raramente cobrem todas as tarefas do processo de ER.,true_false,Verdadeiro,true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,As ferramentas de ER existentes concentram-se no apoio a tarefas específicas e raramente cobrem todas as tarefas do processo de ER.,true_false,Falso,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"A introdução de uma nova ferramenta durante um projeto existente levará, inevitavelmente, a um atraso na entrega dos requisitos.",true_false,Verdadeiro,true
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,"A introdução de uma nova ferramenta durante um projeto existente levará, inevitavelmente, a um atraso na entrega dos requisitos.",true_false,Falso,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Uma ferramenta pode garantir que os colegas adotem o método de trabalho definido e registrem os requisitos com disciplina.,true_false,Verdadeiro,false
Ferramentas de Suporte,Baseado no Capítulo 7 do CPRE Foundation Level Handbook (v1.2.2).,true,joao@quiz.com,Uma ferramenta pode garantir que os colegas adotem o método de trabalho definido e registrem os requisitos com disciplina.,true_false,Falso,true
